読み	方言	標準語	標準語の読み	地域
じゃまくさい	邪魔くさい	【面倒くさい】	めんどうくさい	大阪府
シュッとしてる	しゅっとしてる	【格好いい】	かっこいい	大阪府
シュッとしてる	しゅっとしてる	【スタイルがいい】	すたいるがいい	大阪府
ちょける	ちょける	【ふざける】	ふざける	大阪府
いてまう	いてまう	【痛い目に合わせる】	いたいめにあわせる	大阪府
こそばい	こそばい	【くすぐったい】	くすぐったい	大阪府
ぐねる	ぐねる	【捻挫する】	ねんざする	大阪府
一丁噛み	いっちょかみ	【いちいち口をはさむ人】	いちいちくちをはさむひと	大阪府
おぼこい	おぼこい	【あどけない】	あどけない	大阪府
おぼこい	おぼこい	【世間知らず】	せけんしらず	大阪府
どんつき	どんつき	【道の突き当たり】	みちのつきあたり	大阪府
いらち	いらち	【せっかち】	せっかち	大阪府
いらち	いらち	【イライラしている人】	いらいらしているひと	大阪府
ほかす	ほかす	【捨てる】	すてる	大阪府
あんじょう	あんじょう	【上手に】	じょうずに	大阪府
あんじょう	あんじょう	【うまく】	うまく	大阪府
こすい	こすい	【ずるい】	ずるい	大阪府
なんぎ	難儀	【苦労】	くろう	大阪府
なんぎ	難儀	【困難】	こんなん	大阪府
ぬくい	ぬくい	【暖かい】	あたたかい	大阪府
めばちこ	めばちこ	【ものもらい】	ものもらい	大阪府
なんしか	なんしか	【とりあえず】	とりあえず	大阪府
なんしか	なんしか	【とにかく】	とにかく	大阪府
しらこい	しらこい	【白々しい】	しらじらしい	大阪府
あほ	あほ	【馬鹿】	ばか	大阪府
モータープール	もーたーぷーる	【駐車場】	ちゅうしゃじょう	大阪府
ふてこい	ふてこい	【ふてぶてしい】	ふてぶてしい	大阪府
さらぴん	さらぴん	【新品】	しんぴん	大阪府
いちびる	いちびる	【ふざける】	ふざける	大阪府
はみご	はみご	【仲間外れ】	なかまはずれ	大阪府
おっちん	おっちん	【ちゃんと座る】	ちゃんとすわる	大阪府
おっちん	おっちん	【正座する】	せいざする	大阪府
コマ	こま	【自転車の補助輪】	じてんしゃのほじょりん	大阪府
すかたん	すかたん	【まぬけ】	まぬけ	大阪府
すかたん	すかたん	【とんちんかん】	とんちんかん	大阪府
しゅむ	しゅむ	【料理の味がよく染みている】	りょうりのあじがよくしみている	大阪府
もむない	もむない	【おいしくない】	おいしくない	大阪府
せいだい	せいだい	【せいぜい】	せいぜい	大阪府
だぼ	だぼ	【馬鹿】	ばか	大阪府
ひにちぐすり	日にち薬	【養生して少しずつ回復すること】	ようじょうしてすこしずつかいふくすること	大阪府
べべ	べべ	【最下位】	さいかい	大阪府
ぼんち	ぼんち	【男の子】	おとこのこ	大阪府
ぼんち	ぼんち	【若旦那】	わかだんな	大阪府
えらい	えらい	【しんどい】	しんどい	大阪府
なおす	なおす	【片づける】	かたづける	大阪府
なおす	なおす	【物を元の場所にしまう】	ものをもとのばしょにしまう	大阪府
さらう	さらう	【お皿の料理を空にする】	おさらのりょうりをからにする	大阪府
つぶれる	つぶれる	【故障する】	こしょうする	大阪府
よばれる	よばれる	【ごちそうになる】	ごちそうになる	大阪府
よばれる	よばれる	【いただく】	いただく	大阪府
こなもん	粉もん	【小麦粉を使った料理】	こむぎこをつかったりょうり	大阪府
かしわ	かしわ	【鶏肉】	とりにく	大阪府
かいてんやき	回転焼き	【大判焼き】	おおばんやき	大阪府
こぶ	こぶ	【昆布】	こんぶ	大阪府
おこぶ	おこぶ	【昆布】	こんぶ	大阪府
にぬき	にぬき	【ゆで卵】	ゆでたまご	大阪府
かやくごはん	かやくご飯	【炊き込みご飯】	たきこみごはん	大阪府
たにんどん	他人丼	【他人丼】	たにんどん	大阪府
カンカン	かんかん	【缶】	かん	大阪府
たいたん	炊いたん	【煮物】	にもの	大阪府
おばんざい	おばんざい	【家庭料理】	かていりょうり	大阪府
あて	アテ	【お酒のおつまみ】	おさけのおつまみ	大阪府
つきだし	突き出し	【お通し】	おとおし	大阪府
マクド	まくど	【マクドナルド】	まくどなるど	大阪府
レイコー	れいこー	【アイスコーヒー】	あいすこーひー	大阪府
ハイカラうどん	はいからうどん	【天かすがのったうどん】	てんかすがのったうどん	大阪府
めりけんこ	メリケン粉	【小麦粉】	こむぎこ	大阪府
みんち	ミンチ	【ひき肉】	ひきにく	大阪府
おこうこ	おこうこ	【お漬物】	おつけもの	大阪府
おこうこ	おこうこ	【たくあん】	たくあん	大阪府
きずし	きずし	【しめサバ】	しめさば	大阪府
かんとうだき	関東炊き	【おでん】	おでん	大阪府
かんとうに	関東煮	【おでん】	おでん	大阪府
うち	うち	【私】	わたし	大阪府
わし	わし	【私】	わたし	大阪府
わて	わて	【私】	わたし	大阪府
あんた	あんた	【あなた】	あなた	大阪府
あんた	自分	【あなた】	あなた	大阪府
きみら	きみら	【あなたたち】	あなたたち	大阪府
ほんま	ほんま	【本当に】	ほんとうに	大阪府
あかん	あかん	【よくない】	よくない	大阪府
かまへん	かまへん	【問題ない】	もんだいない	大阪府
なんでやねん	なんでやねん	【なんでだよ】	なんでだよ	大阪府
ほな	ほな	【さようなら】	さようなら	大阪府
ちゃり	チャリ	【自転車】	じてんしゃ	大阪府
せや	せや	【そうだ】	そうだ	大阪府
おはようさん	おはようさん	【おはようございます】	おはようございます	京都府
かんにんしとくれやす	堪忍しとくれやす	【ごめんなさい】	ごめんなさい	京都府
ごめんやす	ほな、ごめんやす	【では、失礼します】	では、しつれいします	京都府
おおきに	おおきに	【ありがとう】	ありがとう	京都府
おきばりやす	おきばりやす	【頑張ってください】	がんばってください	京都府
さよですか	さよですか	【そうですか】	そうですか	京都府
ごきげんいかがどすか	ごきげんいかがどすか	【ごきげんいかがですか】	ごきげんいかがですか	京都府
ぼちぼち	ぼちぼち	【まあまあです】	まあまあです	京都府
しんどいねん	しんどいねん	【疲れた】	つかれた	京都府
ほなさいなら	ほなさいなら	【さようなら】	さようなら	京都府
おくれやす	おくれやす	【ください】	ください	京都府
おたべやす	お食べやす	【お食べください】	おたべください	京都府
おぶう	おぶう	【お茶】	おちゃ	京都府
いかがどすか	いかがどすか	【いかがですか】	いかがですか	京都府
ひやこい	ひやこい	【冷たい】	つめたい	京都府
ほんに	ほんに	【本当に】	ほんとうに	京都府
おいしおす	おいしおす	【おいしいです】	おいしいです	京都府
ええ	ええ	【良い】	よい	京都府
しゅんで	しゅんで	【染みて】	しみて	京都府
よばれる	よばれる	【ごちそうになる】	ごちそうになる	京都府
おばんざい	おばんざい	【お惣菜】	おそうざい	京都府
むしやしない	むしやしない	【間食】	かんしょく	京都府
まんま	まんま	【ご飯】	ごはん	京都府
ごんぼ	ごんぼ	【ごぼう】	ごぼう	京都府
おせん	おせん	【せんべい】	せんべい	京都府
こおこ	こおこ	【たくあん】	たくあん	京都府
どぼづけ	どぼ漬け	【ぬか漬け】	ぬかづけ	京都府
おまん	おまん	【饅頭】	まんじゅう	京都府
にぬき	にぬき	【ゆで卵】	ゆでたまご	京都府
おいでやす	おいでやす	【いらっしゃいませ】	いらっしゃいませ	京都府
たんと	たんと	【たくさん】	たくさん	京都府
なんぼ	なんぼ	【いくら】	いくら	京都府
かんざし	かんざし	【かんざし】	かんざし	京都府
よー	よー	【よく】	よく	京都府
うつってはります	うつってはります	【お似合いです】	おにあいです	京都府
なんぞ	なんぞ	【何か】	なにか	京都府
みつくろーて	みつくろーて	【見繕って】	みつくろって	京都府
くれはる	くれはる	【くださる】	くださる	京都府
あらしません	あらしません	【ありません】	ありません	京都府
買いモン	かいもん	【買い物】	かいもの	京都府
はんなり	はんなり	【上品で華やかな様子】	じょうひんではなやかなようす	京都府
もっさい	もっさい	【野暮ったい】	やぼったい	京都府
どんつき	どんつき	【突き当たり】	つきあたり	京都府
おっちん	おっちん	【座る】	すわる	京都府
あがる	あがる	【北へ行く】	きたへいく	京都府
さがる	さがる	【南へ行く】	みなみへいく	京都府
みとくれやす	見とくれやす	【ご覧ください】	ごらんください	京都府
みとぉみやす	見とぉみやす	【ご覧なさいませ】	ごらんなさいませ	京都府
ややこしい	ややこしい	【複雑だ】	ふくざつだ	京都府
あこ	あこ	【あそこ】	あそこ	京都府
すいば	すいば	【お気に入りの場所】	おきにいりのばしょ	京都府
にっちょ	にっちょ	【日曜日】	にちようび	京都府
みつからへん	みつからへん	【見つからない】	みつからない	京都府
あかん	あかん	【いけない】	いけない	京都府
あったこ	あったこ	【暖かく】	あたたかく	京都府
あて	あて	【私】	わたし	京都府
あないして	あないして	【あのようにして】	あのようにして	京都府
あほくさい	あほくさい	【馬鹿らしい】	ばからしい	京都府
あらくたい	あらくたい	【荒っぽい】	あらっぽい	京都府
あらへん	あらへん	【ない】	ない	京都府
あんじょー	あんじょー	【上手に】	じょうずに	京都府
いーひん	いーひん	【いない】	いない	京都府
いけず	いけず	【意地悪】	いじわる	京都府
